text,label
Earthlink Releases SIPshare. (Article Central) Officials at EarthLink #39;s R amp;D facility have quietly released a proof-of-concept file-sharing application based on the Session Initiated Protocol.,Sci/Tech
"NTT DoCoMo Rises on TSE on Reported Deal with Motorola. Tokyo, Aug. 23 (Jiji Press)--NTT DoCoMo firmed on the Tokyo Stock Exchange Monday morning following a media report that it will start procuring mobile phone handsets made by Motorola Inc.",Sci/Tech
Serena comes back from brink to win China Open. off a championship point before claiming a gritty 4-6 7-5 6-4 victory over Russian Svetlana Kuznetsova in the final of the China Open on Sunday.,Sports
"Palestinians Urge US to Keep Deadline. The Palestinian prime minister urged the United States on Friday to stick to its original 2005 deadline for Palestinian statehood, arguing that President Bush #39;s recent proposal ",World
"Montreal Expos all but gone after this season, says team president. MONTREAL (CP) - The Montreal Expos will probably leave the city after this season and the league will overcome any remaining hurdles that could keep the franchise in town, team President Tony Tavares said Tuesday.",Sports
"USC remains No. 1; LSU tumbles out of top-10. New York, NY (Sports Network) - Southern California remained a strong No. 1 in the latest Associated Press college football poll after a 42-10 rout of BYU on Saturday, but the team that shared the national ",Sports
"Indians pitcher shot in leg. He was shot with his boots on -- white, patent leather go-go boots, but, hey, this is 2005. And those boots might have saved Cleveland Indians pitcher Kyle Denney from serious injury when a bullet hit one ",Sports
"Suicide bomber kills 25 at mosque in Pakistan . SIALKOT, Pakistan -- A suicide attacker carrying a bomb in a briefcase struck a Shi'ite mosque crammed with hundreds of worshipers in eastern Pakistan, killing at least 25 people and wounding more than 50 during prayers yesterday.",World
"Cash America buys Camco assets, sells Europe units. Cash America International Inc. (PWN.N: Quote, Profile, Research) , one of the world #39;s largest pawn shop operators, on Wednesday said it would buy the pawn operating assets of Camco Inc.",Business
"Mubarak Denies Israel Deal, Envoy's Return (AP). AP - President Hosni Mubarak said reports of a deal with Israel were exaggerated and denied that the Egyptian ambassador would soon return to Tel Aviv, a leading newspaper reported Friday.",World
"Galaxy, Rapids to get reacquainted quickly. Although they met four times in the regular season, the Los Angeles Galaxy and Colorado Rapids don #39;t know each other that well heading into their first-round playoff ",Sports
"New Allergy Vaccine Shows Promise. In the first trial of its kind, Austrian researchers have achieved success with an allergy vaccine using genetically engineered pollen. The findings are reported in this week's issue of the Proceedings of the National Academy of Sciences.",Sci/Tech
"Hamm faces Yang for gold in high court of sports. The disputed Olympic gold medal is wrapped in a pair of white socks in Paul Hamm #39;s parents #39; house in Waukesha, Wis. Whether that medal stays there is up to the Court of Arbitration for Sport in Lausanne, Switzerland ",Sports
"Analysts See Grim Future for Wet Seal (Reuters). Reuters - Wet Seal Inc. (WTSLA.O) may have little\choice but to close hundreds of its teen-oriented stores and\convert dozens more to its upscale Arden B. brand if it hopes\to stay out of bankruptcy, analysts said on Friday.",Business
"Husband of Aid Worker Seized in Iraq Pleads for Release.  BAGHDAD (Reuters) - The husband of Margaret Hassan, a  British-Iraqi aid worker snatched by kidnappers on her way to  work in Baghdad this week, appealed for her release on  Thursday.",World
"Ferrero Upset by Ferrer at Lyon Open (AP). AP - Third-seeded Juan Carlos Ferrero was upset by David Ferrer 3-6, 7-5, 6-3 Thursday in the second round of the Lyon Open.",Sports
"E-Mail Authentication Will Not Stop Spammers. For consumers and businesses increasingly shaken by the growing onslaught of unwanted e-mail and computer viruses, any hope for quick relief was dashed Wednesday during a government-hosted gathering of technology experts.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt; -The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech
A Giant collapse Crushing loss to LA in ninth inning dims playoff &lt;b&gt;...&lt;/b&gt;. Los Angeles - -- JT Snow never turned to see Steve Finley #39;s grand slam land softly in the right-field pavilion. He just lowered his head and jogged off the field.,Sports
"Firefighter Killed in Iraq Is Recalled as a Hero. Sgt. Christian Engeldrum, a New York firefighter who responded to the World Trade Center attack and died in Iraq, was mourned today in the Bronx.",World
"Ward converts skeptics. ATHENS -- Andre Ward never understood why he should settle for less than what he wanted, so he didn't.",Sports
"Despite healthy global economy, ministers still face tricky issues. The global economy is healthy and no major financial crises loom. Yet finance ministers meeting this week must confront uncertainties about the fight against terrorism, rising interest rates and volatile oil prices.",Business
"Afghan Poll Is Mostly Calm, but Challengers Cry Foul. Afghans turned out to vote in large numbers on Saturday, but Hamid Karzai and his rivals disputed the integrity of the vote.",World
"COMUNICADO DE ROCHE. Roche, OSI Pharmaceuticals and Genentech announced today that the US Food and Drug Administration (FDA) has approved, after priority review, Tarceva(TM) (erlotinib) for the treatment of patients with locally advanced or metastatic non-small cell lung ",Business
"Homer-happy Cubs beat Bucs. CHICAGO -- From the moment the Pirates saw the flags flapping in a 16 mph breeze toward left field Wednesday afternoon, it had the makings of a long day at Wrigley Field.",Sports
"UPDATE 1-Tyco says to take charge for bond buy back. Tyco International Ltd. (TYC.N: Quote, Profile, Research) said on Tuesday it repurchased \$350 million of convertible bonds, which will result in a fourth quarter charge of \$167 million ",Business
"Giants Are Wary of Vick, on the Ground or in the Air. The Giants' defense has thought about little else except Atlanta Falcons quarterback Michael Vick this week.",Sports
"Digital Memories, Piling Up, May Prove Fleeting. The problem of preserving digital photos and other electronic records for future decades confounds even the experts.",Sci/Tech
"The greatest catastrophe. The HIV/Aids pandemic is the worst catastrophe in history and is blighting childhood across the developing world, especially sub-Saharan Africa, the United Nations said yesterday.",World
"Visteon offers as much as year #39;s pay in buyout. Visteon Corp., the second-biggest US maker of auto parts, is offering buyouts of as much as a year #39;s pay to US salaried workers to help cut costs.",Business
"Oil Price Comes Close to \$50 but Then It Stages a Retreat. il prices climbed nearer to \$50 a barrel yesterday before retreating, as traders reacted to reports on the conflict in Iraq, concerned that growing unrest might interrupt crude oil exports. ",Business
"Harris Bank Expands Into Indiana. Harris Bank said Wednesday that it is buying a privately held network of banks in northwest Indiana, expanding its branches into the state for the first time.",Business
News: Plea deal in 'war spamming' prosecution. Los Angeles man allegedly used unsecured wi-fi networks to send thousands of messages promoting porn sites.\,Sci/Tech
"Powerball Jackpot Reaches \$127 Million. UNITED STATES - (PRESS RELEASE) -- There were no Powerball jackpot winners Saturday but 649,059 players across the nation won a total of more than \$4.4 million in prizes in America #39;s Game.",Sports
"Canadian Sub Loses Power in Atlantic. 57 crew members and Canadas newest Submarine is floating in the rough seas of the Atlantic Ocean, after the HMCS Chicoutimi lost power in an electrical fire.",World
Cyprus calls Turkey to EU talks. Cyprus invites Turkey to discuss the stalemate on the divided island which it says is crucial to Turkey's entry.,World
"Patterson eases Cubs by Phillies. Corey Patterson hit a two-out, two-run homer in the bottom of the ninth inning yesterday to give the Cubs a 4-2 win over Milwaukee, host Chicago's eighth victory in 11 games.",Sports
Scottish aid worker killed by land mine in Sudan. A Scottish aid worker has been killed by a land mine in the Darfur area of Sudan. Thirty-four-year-old Ralph Bullick from Edinburgh was working on a project restoring water supplies to the troubled area when his vehicle detonated an anti-tank mine.,World
"There's no beating three of a kind. ATHENS -- Hey, world, BALCO this . There were, shall we say, somewhat lowered expectations for the US in the sprints, were there not? Guess again. Justin Gatlin won the 100-meter dash Sunday, but that was just the appetizer for last night's main course, when America went 1-2-3 in the 200.",Sports
